Date,Category,Lat,Long,Value
2024-09-29T19:04:43.228Z,Trash,38.006418,-7.8555386,1
2024-09-22T19:50:54.097Z,Trash,38.004138,-7.867242,1
2024-09-24T17:52:06.587Z,Trash,38.01550159,-7.874549218,1
2024-09-16T19:41:28.770Z,Trash,38.01702455,-7.873383697,1
2024-09-16T19:35:24.242Z,Trash,38.02200145,-7.861747562,1
2024-09-27T19:36:08.385Z,Trash,38.0055562,-7.866579087,1
2024-09-21T15:31:57.089Z,Trash,38.0167866,-7.8689044,1
2024-09-16T12:36:31.558Z,Trash,37.57391925,-8.665815353,1
2024-09-27T08:02:46.469Z,Trash,38.01438528,-7.862903948,1
2024-09-27T19:35:56.937Z,Trash,38.00541572,-7.86757472,1
2024-09-27T08:06:21.247Z,Trash,38.0171895,-7.871957717,1
2024-09-22T18:05:36.118Z,Trash,38.0044703,-7.8669024,1
2024-09-24T17:54:00.093Z,Trash,38.01763635,-7.873143046,1
2024-09-27T19:34:29.769Z,Trash,38.00631339,-7.869637943,1
2024-09-22T19:29:33.877Z,Trash,38.0161697,-7.8738383,1
2024-09-29T19:06:45.246Z,Trash,38.0114777,-7.8533999,1
2024-09-27T08:02:07.120Z,Trash,38.0143026,-7.863066684,1
2024-09-22T17:47:30.720Z,UrbFurn,38.0202586,-7.8742037,1
2024-09-04T07:10:23.107Z,Trash,38.0077335,-7.872855354,1
2024-09-04T07:10:19.371Z,Trash,38.00974172,-7.874164078,1
2024-09-23T18:04:36.502Z,Trash,38.00618221,-7.869983425,1
2024-09-05T18:42:57.887Z,Trash,38.01376042,-7.85988709,1
2024-09-16T19:36:52.929Z,Trash,38.01864275,-7.869103581,1
2024-09-16T19:36:28.667Z,Trash,38.02055646,-7.862352759,1
2024-09-22T19:32:13.699Z,Trash,38.0060914,-7.8698374,1
2024-09-23T18:04:43.805Z,Trash,38.00592926,-7.870554669,1
2024-09-05T18:41:30.729Z,Trash,38.01127712,-7.860530686,1
2024-09-22T17:59:19.741Z,Trash,38.0068836,-7.8693932,1
2024-09-04T07:09:53.505Z,Trash,38.00994519,-7.874004607,1
2024-09-29T19:04:56.332Z,Trash,38.0063758,-7.8555458,1
2024-10-01T07:06:19.320Z,Trash,37.04116347,-7.83801907,1
2024-09-17T18:42:04.667Z,Trash,38.0143925,-7.8731986,1
2024-09-21T15:31:33.022Z,Trash,38.0167866,-7.8689044,1
2024-09-27T08:01:32.146Z,Trash,38.0136424,-7.862586064,1
2024-09-27T19:34:19.146Z,Trash,38.00646345,-7.869783549,1
2024-09-06T06:34:39.674Z,SideWalk,37.04167205,-7.838578034,1
2024-09-04T07:17:35.767Z,Trash,38.00491936,-7.86539556,1
2024-09-22T19:51:02.328Z,Trash,38.0042883,-7.8675068,1
2024-09-22T19:58:07.815Z,Trash,38.0125836,-7.8751975,1
2024-09-29T19:09:24.205Z,Trash,38.0133655,-7.8554003,1
2024-09-29T19:11:07.277Z,Trash,38.0126751,-7.8536633,1
2024-09-22T17:46:03.680Z,Access,38.0099379,-7.8748345,1
2024-09-22T17:36:26.776Z,Trash,38.0133625,-7.8726488,1
2024-09-23T18:03:59.241Z,Trash,38.0098892,-7.874003061,1
2024-09-28T09:47:35.602Z,Trash,38.0244965,-7.8612829,1
2024-09-24T17:51:35.044Z,Trash,38.01550159,-7.874549218,1
2024-09-22T19:55:50.763Z,Trash,38.0129265,-7.875328,1
2024-09-24T17:52:15.708Z,Trash,38.01550159,-7.874549218,1
2024-09-27T08:02:16.197Z,Trash,38.01438528,-7.862903948,1
2024-09-23T18:02:28.979Z,Trash,38.01323288,-7.870680369,1
2024-09-22T19:51:33.293Z,Trash,38.004448,-7.8677913,1
2024-09-29T19:10:46.882Z,Trash,38.0134289,-7.8547131,1
2024-09-27T19:35:13.104Z,Trash,38.00504277,-7.867907833,1
2024-09-22T19:58:17.093Z,Trash,38.0124381,-7.8750983,1
2024-09-27T19:35:24.601Z,Trash,38.00502434,-7.867851183,1
2024-09-21T15:31:41.491Z,Trash,38.0167866,-7.8689044,1
2024-09-27T08:01:45.419Z,Trash,38.01410189,-7.862720166,1
2024-09-27T19:34:01.992Z,Trash,38.00652561,-7.869530442,1
2024-09-03T18:38:27.491Z,Trash,38.0088206,-7.8608313,1
2024-09-04T07:11:39.848Z,Trash,38.00569472,-7.865321788,1
2024-09-04T07:10:30.751Z,Trash,38.00688877,-7.87028716,1
2024-10-01T14:00:35.806Z,Road,38.0081194,-7.855137,1
2024-09-27T20:06:18.095Z,Trash,38.01988181,-7.873205465,1
2024-09-29T19:13:11.740Z,Trash,38.0076129,-7.8544021,1
2024-09-16T19:36:05.039Z,Trash,38.02057164,-7.862206897,1
2024-09-29T19:11:47.087Z,Trash,38.0126855,-7.8536904,1
2024-09-21T15:32:10.629Z,Trash,38.0167866,-7.8689044,1
2024-09-05T18:39:36.665Z,Trash,38.01228772,-7.864612897,1
2024-09-05T19:52:45.753Z,Trash,38.0134345,-7.8553817,1
2024-09-22T19:50:43.846Z,Trash,38.0041281,-7.867028,1
2024-09-29T19:04:31.029Z,Trash,38.0063715,-7.8554994,1
2024-09-04T07:17:31.757Z,Trash,38.005118,-7.865615333,1
2024-09-27T19:35:36.208Z,Trash,38.00514976,-7.867762592,1
2024-09-27T19:35:44.250Z,Trash,38.00515248,-7.867760669,1
2024-09-04T07:11:21.877Z,Trash,38.00569472,-7.865321788,1
2024-09-22T19:29:21.300Z,Trash,38.0165418,-7.8737507,1
2024-09-05T18:40:35.984Z,Trash,38.01144694,-7.862070206,1
2024-09-27T19:35:17.767Z,Trash,38.00503725,-7.867912887,1
2024-09-27T20:05:14.697Z,Trash,38.01757433,-7.873355588,1
2024-09-14T20:05:15.769Z,Trash,38.0040752,-7.8662632,1
2024-09-15T11:51:30.979Z,Trash,38.00351299,-7.866394536,1
2024-09-22T19:58:45.829Z,Trash,38.0153833,-7.874796,1
2024-09-28T09:47:51.217Z,Trash,38.024577,-7.8611617,1
2024-09-04T07:09:59.120Z,Trash,38.00979456,-7.873822741,1
2024-09-25T20:59:54.021Z,Trash,38.0150086,-7.867589,1
2024-09-24T17:51:45.564Z,Trash,38.01550159,-7.874549218,1
2024-09-29T19:11:37.225Z,Trash,38.0126055,-7.853659,1
2024-09-05T11:37:34.656Z,Trash,38.0128851,-7.8545345,1
2024-09-06T11:03:11.092Z,Trash,38.0131782,-7.8553368,1
2024-09-29T19:09:16.080Z,Trash,38.0133658,-7.8553807,1
2024-09-14T20:04:00.486Z,Trash,38.0042308,-7.8663877,1
2024-09-22T19:53:22.364Z,Trash,38.0061516,-7.8700895,1
2024-09-04T07:17:41.995Z,Trash,38.00406424,-7.866000451,1
2024-09-27T08:05:10.725Z,Trash,38.01676531,-7.868970534,1
2024-09-27T19:34:21.261Z,Trash,38.00631339,-7.869637943,1
2024-09-22T19:41:09.650Z,Trash,38.0040536,-7.8659973,1
2024-09-27T19:34:07.382Z,Trash,38.00641464,-7.86959558,1
2024-09-04T07:17:54.309Z,Trash,38.00387925,-7.866072323,1
2024-09-22T19:49:51.268Z,Trash,38.004177,-7.8670648,1
2024-09-27T19:35:30.741Z,Trash,38.00502434,-7.867851183,1
2024-09-29T19:10:00.542Z,Trash,38.0136706,-7.8560122,1
2024-09-27T08:06:59.428Z,Trash,38.01793164,-7.872837867,1
2024-09-27T20:05:36.567Z,Trash,38.01889212,-7.873906312,1
2024-09-22T19:57:48.699Z,Trash,38.0128065,-7.875281,1
2024-09-22T19:28:55.859Z,Trash,38.017838,-7.8734455,1
2024-09-23T18:02:10.200Z,Trash,38.01497527,-7.87309774,1
2024-09-27T20:05:32.330Z,Trash,38.0182143,-7.87455431,1
2024-09-27T19:33:55.771Z,Trash,38.00652507,-7.869528428,1
2024-09-22T19:25:47.883Z,Trash,38.0202929,-7.8730944,1
2024-09-27T20:05:46.509Z,Trash,38.01889213,-7.873906315,1
2024-09-04T07:08:44.510Z,Trash,38.01388065,-7.873146191,1
2024-09-07T16:49:04.794Z,Trash,38.0149491,-7.8741775,1
2024-09-23T18:02:16.137Z,Trash,38.01435959,-7.871811988,1
2024-09-29T19:10:19.820Z,Trash,38.0139053,-7.8560765,1
2024-09-27T19:35:08.034Z,Trash,38.00504702,-7.867910329,1
2024-09-22T19:57:57.779Z,Trash,38.0127231,-7.875249,1
2024-09-27T20:03:26.195Z,Trash,38.01757433,-7.873355588,1
2024-09-27T19:34:16.380Z,Trash,38.00646008,-7.869782855,1
2024-09-27T08:07:24.971Z,Trash,38.01793218,-7.872837683,1
2024-09-22T18:02:16.380Z,Trash,38.0053723,-7.8687826,1
2024-09-15T11:52:20.035Z,Trash,38.00352636,-7.866318896,1
2024-09-04T07:20:12.771Z,Trash,38.00405021,-7.866006797,1
2024-09-27T19:35:21.926Z,Trash,38.00502434,-7.867851183,1
2024-09-28T09:47:00.036Z,Trash,38.0248347,-7.8616749,1
2024-09-27T07:49:04.933Z,Trash,38.01496462,-7.873956846,1
2024-09-16T19:35:05.317Z,Trash,38.02196547,-7.862004278,1
2024-09-28T09:47:27.613Z,Trash,38.0245004,-7.8612971,1
2024-09-05T18:40:59.265Z,Trash,38.01127712,-7.860530686,1
2024-09-27T08:06:49.617Z,Trash,38.01718865,-7.871947964,1
2024-09-15T11:51:53.204Z,Trash,38.00356477,-7.866297743,1
2024-09-29T19:09:32.732Z,Trash,38.0136467,-7.8560452,1
2024-09-05T18:53:19.340Z,Trash,38.0133887,-7.8603774,1
2024-10-01T14:00:06.683Z,Road,38.0079721,-7.8551991,1
2024-09-22T17:49:59.252Z,Trash,38.0100064,-7.8746609,1
2024-09-27T20:06:03.640Z,Trash,38.01976032,-7.872914269,1
2024-09-22T17:37:17.751Z,Trash,38.0123969,-7.8726458,1
2024-09-22T19:51:42.237Z,Trash,38.0045195,-7.8679075,1
2024-09-22T19:51:53.305Z,Trash,38.0063855,-7.8698256,1
